Feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60
AverageGoalsScoredAtHome,0.09915869307949407,0.17329324379890193,0.015089065373471048,0.006475886655730628,0.102235138489055,0.3155369161884094,0.16080128748451086,0.05614840562287902,0.13819958440429758,0.0895821817388602,0.13031052912382687,0.09047717078371496,0.09538224384084062,0.07076888798248722,0.0038731271660027325,0.10925689222943587,0.07396234842457745,0.02838958743738154,0.03026568394237027,0.03768451585094379,0.21492339373715608,0.1899736352825282,0.16549588637229506,0.00012905526460138566,0.16656536108187397,0.16786714199904168,0.5032021761194717,0.028981239471806395,0.13943727716009247,0.2088119203358799,0.45499324543846853,0.05729657309324372,0.07869137616775634,0.10422866434598144,0.0243068737715516,0.07909624270139005,0.10028508257343607,0.03125194554163182,0.027186472514317835,0.02459131374361032,0.051945095817528576,0.032857455344624274,0.023214349299378434,0.014505869551514413,0.006228828801081424,0.005528775943172449,0.003099615481158459,0.00019623061676469187,5.984846933612027e-05,5.42281390358287e-16,1.2685870202482217e-15,5.953977436287862e-16,9.141656469028447e-18,1.2343787023638925e-16,1.4322855889461978e-15,1.9686188831916534e-15,2.7566815890713807e-16,6.202622143785799e-16,1.433291367636912e-15,2.2781340052882827e-16
AverageGoalsScoredAtAway,0.0798071158685419,0.16575081985283457,0.02275158404339553,0.06592163578608977,0.13262424848753052,0.33464669816517856,0.18597009044908733,0.19629172705237377,0.1772283849339092,0.073342045706221,0.006422233322651994,0.14302656522068094,0.03022368164638522,0.08635463205801983,0.041706330687766614,0.16905771324652916,0.04770612714929509,0.022509459589742854,0.0017884402056018234,0.05310734076585373,0.04475252597354468,0.0005510320421301025,0.11811009886199932,0.09120979144316053,0.2224211984949381,0.12948844680585353,0.477756679585844,0.1156421874396621,0.24751722674402257,0.0545458064670596,0.4758498686660221,0.06077321996615382,0.0011062584468847897,0.04890791922824084,0.06116097232331483,0.03724094887787987,0.09617977176283139,0.08394148557484375,0.00740820672505979,0.04899156280220334,0.03227193292915544,0.01291663347368935,0.024218736402753252,0.04861016601812549,0.008731427331104852,0.002174484186516798,0.0008936700696484507,0.0019521380299965065,0.00024791113162279704,9.796610032989726e-16,4.681404491406169e-16,3.439679406233881e-17,6.656170401723735e-16,9.807289346270215e-16,5.828342980368466e-16,2.0486567353791867e-15,2.1642227055761704e-15,2.146379791673711e-15,3.141518426315986e-15,5.8690705162944e-16
AverageGoalsConcededAtHome,0.05996142182262552,0.056503360626335264,0.1262424934719082,0.06424865189649677,0.1091915984624218,0.3464271516378645,0.1200672411573886,0.23010841449789088,0.14610933150202277,0.19634317954909905,0.08456508238251348,0.31227197578045485,0.11642276649637015,0.18843028143401114,0.05381083134089259,0.09717714006519587,0.028360736732289393,0.44505663773567367,0.38061780842932114,0.03985901555615317,0.22703975724212652,0.1787291765880904,0.015654745538360364,0.05846378419205103,0.2777105618713578,0.011106169535572197,0.06531337643555032,0.020191742654637475,0.10223719784242281,0.01926229977054835,0.02614924970530501,0.045324256037457364,0.019898062613742433,0.05779118898795895,0.03433432136079695,0.01305414374737351,0.09842544878734112,0.06394619568010748,0.00035703925687503407,0.010530490581434255,0.0007931185362837876,0.015397418147957519,0.02218406324605651,0.006645453437689737,0.010814675710585982,0.0026225933927335127,0.006205215025769307,0.00040281058107714357,0.00010736061948392678,1.3569831102020768e-16,1.508096288220824e-15,7.596680414180936e-17,3.0512248353453035e-16,6.937764645080447e-16,1.4340953874556773e-15,1.8573881897618363e-16,7.89405864747967e-16,6.98494951563691e-16,1.0564264422723325e-15,1.654481693680163e-15
AverageGoalsConcededAtAway,0.058595024419317326,0.06934910772808493,0.12893618120065561,0.0737857275480722,0.0704059434654433,0.3220567943788997,0.17324870204581777,0.17068232328643881,0.1297189975040087,0.22748691925583267,0.3444123971304496,0.23471383854049058,0.032461306912173034,0.009912140518050895,0.19869481930023128,0.013125052483107651,0.004614421074755312,0.36381776050848963,0.36863651620330357,0.3587185113595751,0.19082470569679777,0.09653416002174672,0.038276956521154995,0.10489008581755738,0.03502402147386683,0.043242163921052484,0.0618728268136273,0.08259904240787595,0.1265239877557535,0.10410436906361684,0.03392310175548379,0.05428207737950793,0.0035600022334164568,0.027540030799118893,0.010902405330811233,0.006929456304883503,0.09968210174338686,0.05688699463224967,0.008943984103918548,0.043715460705838066,0.03649577588047597,0.031085771127254525,0.018089961337889288,0.012061431020953719,0.0007628190275326982,0.005252075682685352,0.004747075903826613,0.0009900099107161982,5.6359220358040206e-05,8.974947342933014e-16,7.495798928659915e-16,1.0688408497653822e-15,4.744602901978836e-16,1.865072291739564e-15,1.2452682471571228e-16,9.229288151037532e-16,4.450545464935722e-16,6.937666724142647e-16,9.105278664379883e-16,2.1452251221817814e-15
TotalGoalsScoredHome,0.07059725822887272,0.18376775223999514,0.25997103274942845,0.0006492017061617676,0.05981817675056417,0.06816948260392837,0.004355677869914705,0.0534044525331075,0.043795315365983294,0.004474120759703081,0.06603050507626386,0.04300906944258572,0.04583094507263387,0.045348630409524755,0.07441006105856784,0.023878659238293663,0.04389897132703276,0.1062782325501316,0.08103044990421134,0.0773247872271363,0.13214819140279413,0.06672460638624393,0.22831743532818244,0.23420998597446022,0.15172275035397337,0.037760056664955306,0.06229663341984559,0.06372072817961429,0.12294441288879238,0.001621238096923171,0.013808153163459872,0.021304002323091438,0.05931524808143518,0.014278540876591219,0.01835859847464264,0.130471661529975,0.40805747348979804,0.15977140993529443,0.05870266288241344,0.11225957838132801,0.2524272149932414,0.3687815632075908,0.4400639226296487,0.18154069448343466,0.07033874936226898,0.0006488234582964291,0.029685264143711858,0.0021540852974116075,0.0015348120198961288,7.135929446436493e-16,6.995380332476121e-15,3.508298611927273e-15,1.9296567720120286e-16,9.631719743534902e-15,3.441526337075038e-16,4.190746784757185e-15,1.888855763785197e-15,1.4075902641825067e-14,7.87086765603419e-15,2.2480833843456444e-15
TotalGoalsScoredAway,0.06241960808831961,0.1908327640721734,0.2587298701133932,0.02020407157312374,0.04658492716689275,0.07210346993831598,0.05703832638514149,0.015488240402071769,0.08995402214809059,0.0642556591538827,0.02217824332435289,0.02252910277447595,0.05091765177106459,0.020287254971257367,0.026992382074041962,0.037944556898711075,0.004901230764240724,0.0049375209032370675,0.0014520961751021907,0.08736953476526321,0.03502260168065696,0.29200566045087034,0.2414109025140146,0.025397206492534703,0.18457768080348552,0.04109736040017905,0.04389930265914846,0.12528505247577734,0.04357595824273733,0.026933697872229184,0.014972696255322283,0.04354730869675702,0.07802806873714989,0.03294926945080564,0.08576309796720197,0.04048961102808319,0.3463520753924681,0.2330174542260528,0.16703759992508452,0.15902526286732643,0.15830661068648808,0.3459600123436474,0.4031267368644716,0.30304282186541426,0.09299087217421004,0.005463929917035435,0.021567318694475462,0.00038489628659711157,0.0001507676257935822,1.3937833888429137e-15,1.4296077616395853e-15,5.236670355998712e-15,7.402800663703405e-16,2.822122160067948e-15,8.463779869635741e-16,7.404215109837923e-15,4.060797190146296e-15,3.1971015975608696e-15,2.2892418776929654e-15,1.0594157333449695e-14
TotalGoalsConcededHome,0.04583173106976704,0.03849564415241424,0.34939209014120726,0.03560336214107549,0.06151663230291395,0.07514269705175725,0.05861345546084632,0.01651094626791508,0.01375227539607386,0.03992955430202473,0.041949463613196306,0.09126342743988441,0.015794920916849933,0.0708155284307924,0.01970563512296447,0.02647848135883111,0.022216375636655884,0.16138290614122985,0.06406433715726154,0.09090115977658615,0.050047063701713586,0.04924626736595952,0.04363264057510931,0.11858810499028255,0.14262566070922258,0.018606179983362427,0.03690986845871233,0.03452767316774261,0.1917177050578386,0.0011662002955329068,0.055671004626678885,0.11112090367778339,0.026725490457617948,0.047516472354481996,0.053710630799846476,0.1143413129442419,0.4780545713628332,0.265422224148808,0.12065650755842888,0.26646020747786897,0.1901536114124534,0.2935304801505491,0.3963918813952334,0.13512014937751485,0.06828299586952204,0.0038655200053897684,0.024564023038276938,0.0011303999333337684,0.0012220290677544016,4.592416644468062e-15,3.623507704845371e-15,1.3303515333125523e-15,6.099934108412469e-16,5.923111563388549e-15,3.3016345334128954e-15,9.303022903843065e-16,3.596797300547918e-15,7.036307171029461e-17,9.923407244795565e-15,9.418396585166423e-16
TotalGoalsConcededAway,0.04917081422305658,0.03392619584333681,0.34895382028608024,0.0557541532569042,0.03341399209776343,0.07606715766839785,0.015726082947589665,0.04523932786393806,0.04174681886379909,0.024630570571676263,0.07560666277894447,0.04018083429712994,0.03326386291350677,0.033711546785326264,0.024760660709960542,0.03581111813896489,0.019638783870279713,0.1445333476977771,0.0008831762759508722,0.01409173921296992,0.06579085606736952,0.2606773364382423,0.011917125345890364,0.06685747236220509,0.03814040539611437,0.04199106686118483,0.10374757278078557,0.13800924333243614,0.02611064982918752,0.06308298088293206,0.06052258370009906,0.03756518617167171,0.018373495976814334,0.0009485765273567732,0.0752482517059514,0.08404756137073595,0.4334360396194087,0.24424327426416684,0.08170397602718132,0.2540844978593505,0.3391552238793107,0.3001110819025372,0.3253496522055675,0.24335807148164704,0.07060861897565819,0.004788500747943065,0.020221371322885914,0.00017892837701308895,0.0006337857332019694,4.70870654970275e-15,5.4404328418128586e-15,7.680812903232432e-15,7.6699782528634905e-16,5.744466949452366e-15,3.665031935556649e-15,5.05917171006652e-15,3.2688723846855997e-15,4.00050023716156e-15,7.94044498519872e-15,6.477324875549741e-15
AverageShotsOnTargetAtHome,0.08292850882786627,0.17095794365715222,0.07018344829770276,0.0335621742601096,0.10700248341367341,0.36250321433449195,0.23553393966903005,0.06680470745613767,0.2250799542011362,0.03716944314628077,0.15247092183866998,0.07064014343137237,0.049193322026260644,0.07733678173630755,0.08666173410577084,0.1105521589066478,0.03931902615933948,0.11585967696038213,0.05138384667178915,0.16720032949742733,0.10487168389981591,0.0037373334489402533,0.0005454859313405644,0.14259657134274198,0.1530663397658094,0.03886561700282178,0.18674359275254865,0.005580027554062135,0.018281200303636152,0.010846637208527545,0.4094427495529566,0.002510204732429544,0.026758725476268907,0.02723492291954679,0.008369021336352301,0.033381728344027466,0.0016356121291795525,0.013145677194361364,0.02196473274060683,0.020013057682657886,0.026172590042101613,0.014089417528724111,0.005067541360391004,0.0037867962951628562,0.0027316467269757508,0.0018351248014468972,0.0010588558846379684,2.7097355541156285e-05,0.00035228988432231453,0.05373428108408062,0.07316136747238876,0.11674292095868272,0.12372277382819051,0.16611214770809332,0.07488895678872014,0.41136382459554244,0.24835114197605584,4.209363183836623e-09,0.1510981895769568,0.11416341032140667
AverageShotsOnTargetAtAway,0.08178741616830375,0.17929908370153394,0.05514899807706593,0.049586715811334225,0.05310180282114886,0.3573782132624167,0.11456219398372856,0.2333320145673655,0.22414815820918063,0.013317466300283161,0.08844318319074355,0.08626133766647877,0.033416998999870176,0.08420225784512705,0.041060960642136844,0.13420244533801243,0.005935776378405824,0.016230181689780687,0.0413852952181936,0.2155199118323708,0.2176068225751272,0.15967818132992603,0.01763242524431817,0.018907283025933582,0.020636661930783003,0.03740238875897748,0.07285953012970063,0.07106775479335768,0.16724015834052164,0.0060358275117895046,0.4740749322023783,0.06470989342373788,0.0290224866488197,0.050488830452017755,0.0030570810385167897,0.0029139556641948725,0.0006459306847627837,0.01554196641637992,0.030110600285564504,0.030937736166819167,0.02808098813290795,0.026558403044047624,0.0013286373278323898,0.01582032647980984,0.0018771476833040945,0.0023463023899951336,0.0032027038455397627,0.0009701179150888622,0.0007564041473089952,0.04769224614311312,0.06493489584796243,0.10361601587477016,0.10981103429465826,0.147434026770715,0.06646823012259008,0.36510890964158216,0.22042583531566343,3.736048435279414e-09,0.1341082806673644,0.1013265527283456
ShotsOnTargetDifference,0.14326647977615378,0.010888505017962749,0.019562457489250874,0.009625627372101138,0.14198954416253906,0.041739776711283684,0.3106460615080719,0.2523202213597656,0.3906163311857722,0.023352205360908374,0.2127717458733809,0.005455165307635436,0.01799479858641561,0.14008975581371744,0.11340646130026422,0.00788574517308755,0.04107442768877066,0.12000161042215163,0.0811732252266773,0.022188236918339543,0.08131246510326195,0.12711455660464233,0.0149192819339421,0.14682083884035035,0.15787970703404608,0.005222222134653413,0.23160251032281673,0.05296663302362084,0.1198994566350908,0.014927119495662864,0.010433514202774509,0.055221085196419044,0.00092085251839219,0.01619196332632604,0.005210088166617159,0.02836912309612188,0.0020348772380776917,0.000597596309628651,0.004385104943291509,0.0068593017513075135,0.0011506934204246614,0.00873556386659691,0.0035819493034186887,0.009446706955900995,0.0009816168985577643,0.003608943139294947,0.0016431909928516291,0.0008181584817288847,0.0002939238465680521,0.05832996943601413,0.07941858051257297,0.12672749823777274,0.13430431133236342,0.1803190868712306,0.08129392396160812,0.44654620535805495,0.2695916690165611,4.569373925978185e-09,0.16402104209917404,0.1239273718827432
WinStreakHome,0.07331233721489797,0.1188933473230654,0.010760136130225917,0.051230451930047764,0.1955777906670064,0.0845515859140612,0.39175770000732996,0.06448286688341795,0.09792291243964032,0.11380260962915212,0.07471705238961031,0.29725374376962327,0.03857430683064891,0.0002681936362552389,0.3216127047450735,0.36305163376870636,0.25951258578583175,0.016065050417448892,0.34842608270629094,0.07805796380182513,0.1528701544923498,0.07666325880880673,0.14066214746570804,0.31898466107258533,0.17909476161811014,0.17615188653325406,0.07688344512184202,0.044198852144816066,0.005000017036889917,0.05248335862904366,0.00017443904876514026,0.0003118463580833976,0.0005618938265203124,0.020021073431959534,0.014670882677592017,0.006492265594843952,0.025319279184702167,0.015818027535615585,0.012006364644094075,0.0030028111946966835,0.012282678108050851,0.0014856747150825819,0.0025782320633584706,0.002352890941325985,0.0011022464604029925,0.00023923191389345767,0.0023424663906177743,5.153543983263483e-06,0.0001705016813098458,2.9954413984545936e-16,1.8708018059305389e-16,4.474849479181396e-16,2.392954693162569e-16,4.694808615055921e-16,8.238616665373351e-17,1.481745109083396e-16,4.994493889958961e-17,1.094300028151856e-16,3.7420550151485245e-16,5.213259820656505e-16
WinStreakAway,0.06816908562290729,0.13253049131283298,0.00841477028933179,0.06965550900522717,0.20318825591765682,0.09071976085387487,0.0034126014080173594,0.3985246815548344,0.001149680085734046,0.1544098281628395,0.26127073613193347,0.008424842339611514,0.0005335151140104773,0.006738987081227005,0.26186431724328396,0.4588296854503336,0.0635740943097529,0.06899120036120189,0.30513675159501474,0.0016218500788830934,0.28981391880340995,0.0361917776340335,0.1056774221412202,0.22219213653504738,0.06778418594492952,0.3446682199665711,0.1130485635902019,0.028975763043366624,0.012289518548995649,0.06424277203155913,0.039121170488258084,0.0025145196711569315,0.007900321056369836,0.007790561843779417,0.033298625453835086,0.022061609909051278,0.010086267242073435,0.025286625438551404,0.003515332076163381,0.0070241540125362744,0.0009213231757206658,0.0026801502969461886,0.006301528104103074,0.006993571197734034,0.000708352463790713,0.00033585096933681416,4.707526517336259e-05,0.0008490233961601229,0.00022975377524591238,9.16754986500693e-16,1.7434421514143206e-16,4.41824368700714e-18,1.8457676544401253e-16,9.38615770416419e-16,5.657318204849233e-16,9.894544100571937e-16,7.555518090670865e-16,6.478244480375379e-16,8.547906727526433e-16,7.215964661317726e-16
LossStreakHome,0.05221810058595678,0.0675594476853572,0.07760977865093172,0.02856669600567501,0.21953010036167514,0.03554739067866359,0.4378621013248008,0.11479383442068973,0.01180321911207043,0.04917463841686952,0.07616188305658639,0.2895369140371718,0.2404936136258886,0.17488232445440718,0.5301696017565799,0.19232966488844203,0.2307586563024913,0.17801861352385756,0.049587786967052856,0.040350481857126544,0.15959351005842914,0.2576977611860194,0.0999875465184315,0.05657307092597121,0.14041737903522752,0.09109697385939133,0.03280613738462606,0.00951317041167586,0.06398253817589909,0.014386442575152713,0.04771779597219111,0.03794339259308374,0.013537157879016099,0.005457881027189054,0.008128468279791681,0.019264985927089612,0.006207019004885482,0.009514351635733602,0.009648374386332287,0.01983053378689449,0.013078931037684247,0.0067700915623686905,0.000698103126258495,0.0053492624989466084,0.00331501491726685,0.0018839803225835733,5.262418874703713e-06,0.0009294131881407384,0.00022583037148497312,1.2296533121854277e-15,4.908822127955202e-16,8.751593336640664e-17,1.916527085986846e-16,2.470526604075421e-16,7.457862244224826e-16,5.85889313165057e-16,1.8941394405761116e-15,7.871441487449172e-16,1.6329786321748852e-15,6.53785794638593e-17
LossStreakAway,0.04959198831969405,0.07631668939121954,0.06472964645889931,0.13197062432459938,0.17523747704665196,0.021141113487885728,0.007181290186608794,0.4549186624817801,0.04996172707141842,0.2152204462909277,0.2175578932826497,0.31746651868093856,0.09053718305171365,0.039100643526868956,0.3026078595012108,0.5141101669352071,0.027375187958249433,0.14364948854421775,0.2235912487260776,0.12799154632294094,0.0339997669226975,0.05512173960021207,0.11614022277038807,0.20583388314024798,0.06825137320939688,0.04077024728966563,0.035184989382173355,0.0351556367887165,0.011534367224879261,0.061009099114954286,0.05348127649241216,0.027712961932475827,0.0443085628589784,0.0007483980167110165,0.04999770987132404,0.016777572685481145,0.012478693434699453,0.015952951752925472,0.006044767966449561,0.004688554915783222,0.0020129763659832672,0.0020153576833106647,0.0007869863975348659,0.00955075584322529,0.003334205919813999,8.895924514455114e-05,0.0005968730196867738,0.0006697045103421259,0.00019261763886755127,6.490569127424476e-16,9.922909723835805e-17,2.9916815740815936e-16,5.707195079897995e-16,7.722435121248762e-16,6.024134748173825e-17,1.3897045887620407e-16,3.0939870639259735e-16,1.5232125689080454e-15,1.2372798834292885e-15,2.1551345421189965e-16
TotalWinsHome,0.08470170629474132,0.1931845409190041,0.21550002237729032,0.03545827877746194,0.08890766238575573,0.08452728753599513,0.04913352789858556,0.04786701555239047,0.02829769537585415,0.0029748678355145564,0.03913148014475426,0.03915841446926621,0.014912878313006446,0.04827263237299916,0.14927509633458133,0.07822722450341471,0.003543713205857155,0.18279773732580007,0.05686093228672545,0.1170034967961724,0.25324302292556067,0.0624475352015555,0.21762943176863442,0.3389283989295337,0.09242928144682817,0.03002578210930994,0.007433533975428054,0.065476308877263,0.15512683002419234,0.03030292718473345,0.1009749892386742,0.09017752205710362,0.09582450302091984,0.026187129437217856,0.04506170280824475,0.09673952188190013,0.03572277204124559,0.050780403155658724,0.01711791693718067,0.1426223101516878,0.27444953432242913,0.25813135064032355,0.2771978549930129,0.14007434657377946,0.04886655704318384,0.010800480575223242,0.47830040012814623,0.0043407289976086245,0.007346191316529314,1.9125382999040513e-14,3.8668360342074366e-14,1.4055615096273881e-14,4.796565014564665e-16,3.485140256013117e-14,1.7276488340939506e-14,7.691079980394084e-15,5.03168801071911e-14,3.4113705728580264e-14,1.1546889063915393e-14,2.9878314721560152e-15
TotalWinsAway,0.07783376816239022,0.20371832129357312,0.2138056794799929,0.053866684704364995,0.06565838950121393,0.09144026190144999,0.04464238198316374,0.053761175488705515,0.015214081883485405,0.044097999324500994,0.038679140794902735,0.07535386796828711,0.07093276458874773,0.0652756330130903,0.052455924145056794,0.044047512698998446,0.009887420569256334,0.05849233361400071,0.038181036651746485,0.15737271886808263,0.028238203214651286,0.36604125664603926,0.29151395470823566,0.056427773614168446,0.15356230568304796,0.04025833363731093,0.1583456107918109,0.10580078965817472,0.0660595157534764,0.08647340358696134,0.11033008729368131,0.037824216588183704,0.06509562208279952,0.05281133162235866,0.09820028481003758,0.10680051551879628,0.03941534207419053,0.0415465854979607,0.10481341052563686,0.21531128775850128,0.1811544206166486,0.25411472703053367,0.2564793766014051,0.21804428940111162,0.06716806904036837,0.018858885590971965,0.4679375788302428,0.0018657943911622656,0.008817904611776717,1.9948892862530953e-14,3.5878452512365324e-14,9.899378786543872e-15,3.0968471366342154e-17,2.978152056156146e-14,1.7753672070023846e-14,1.7631762764347773e-14,4.9073373319970785e-14,1.888136682444328e-14,1.7280898677761922e-14,1.164938644285043e-14
TotalDrawsHome,0.015997598024271257,0.06614931528178779,0.28572033607577263,0.025419692728968945,0.03372024639558533,0.14529957356692597,0.06550466700086696,0.00135361975271604,0.047849142779943295,0.08176271258673895,0.08899445738823913,0.16470255210699347,0.038894904536167035,0.026028065959189023,0.3566756704415332,0.18372674169777348,0.13121353132181057,0.014104367145862705,0.012405356106645504,0.028808694524727115,0.2676883293550901,0.29039749602750003,0.19476012616678393,0.3465964052433173,0.4653169973781668,0.01199941112851645,0.03073090179388546,0.07016074990993396,0.1787255320780003,0.05777315935141004,0.02342201337499805,0.007983011519065624,0.013446193233754669,0.020638232976366744,0.004035887403961418,0.0010507886713228241,0.06969228124914226,0.02740554189647506,0.03944962060636566,0.06434234537901319,0.08210792762974284,0.0023506704448910364,0.03109079610787305,0.0012672485422024911,0.00016124359355607193,0.0039047588033904977,0.2623127610744538,0.00032976877877635946,0.004514349809094116,9.815381540431467e-15,2.1256086996552842e-14,7.414977124596735e-15,8.022599958054122e-16,1.5176286034047806e-14,1.0619498782671206e-14,5.836570102866711e-15,2.5485726559876786e-14,1.4787481484292935e-14,1.1120549780625251e-14,7.391317107786849e-16
TotalDrawsAway,0.01753289081916225,0.06043508484970393,0.28899086246969846,0.0571702657056569,0.006662708365748589,0.12573141155899042,0.025758747448239208,0.02855307856737637,0.05338783387158405,0.07247588537290758,0.07918442992741814,0.10525095970930957,0.14635047385220495,0.13933336922391446,0.20159901772286998,0.2963050093182544,0.012611726060732879,0.12996465031583818,0.2708042847988714,0.16370565041482166,0.09250109983659133,0.017500076827156655,0.4425285356614361,0.3901938435259116,0.0028555158524741957,0.28600950282023635,0.05463291163233258,0.12581182991594597,0.07962090969192911,0.11381473523508052,0.07056603322541094,0.027714093011641402,0.0650698947688798,0.005026771274327001,0.0278917812832183,0.04500587641652187,0.08626651753672575,0.053155366338121526,0.017779019635118267,0.06788148027886727,0.07863092665127079,0.0012058095294375682,0.01653952492972208,0.000659192474573985,3.975457562629347e-05,0.0029441950091036633,0.2620348073948299,0.0015392641953452081,0.004792776843152792,1.2078865575611207e-14,1.9252445735960724e-14,7.024933137218818e-15,2.1077672971747824e-16,1.6882297845768314e-14,9.621597957501152e-15,7.270004385598869e-15,2.6489910755030252e-14,1.1040814597053763e-14,9.532087860150673e-15,3.935940350751713e-15
TotalLossesHome,0.07444152569059094,0.0120311895404932,0.31621051984846243,0.03323973790320031,0.1098502667634639,0.09008901197421473,0.06126076687350819,0.05044324184085597,0.020418977534263933,0.026860789914336314,0.01693509805361443,0.12372327765934159,0.017594610275470306,0.051487550519702246,0.06864211570295015,0.04556709654860456,0.09288572015453124,0.17968867135151487,0.031788721682378104,0.12848205876061555,0.112422567858569,0.13060552530422126,0.09343464217899719,0.14194556866844124,0.39596670872118445,0.014473984578877063,0.033505229564132134,0.1281439201129824,0.27316955121984093,0.0022164192116717087,0.017538909615067752,0.006555429992612968,0.04709487357024932,0.006511027163196108,0.09990816235836497,0.11313741814917724,0.016662514070638616,0.002799881575407762,0.11612246683243051,0.23750241902143626,0.17316657498323018,0.2081472326629938,0.2970318841108334,0.09148987971595178,0.04278126531402774,0.0009041138679934395,0.4546381931292231,0.0021410445130972413,0.008240916862170282,2.1934386430311652e-14,3.536826597178602e-14,1.0418684255047864e-14,1.5115151677502303e-15,2.2714164866470565e-14,1.9260436746694127e-14,8.690562600367093e-15,4.637278527861035e-14,2.509043191214296e-14,2.1362175392640817e-14,2.1482276928174674e-15
